utterance_id,conversation_id,agent,message
4,939,human,Hi
5,939,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
0,940,human,who is brijesh madhavan 
1,940,bot,I don't understand you.
2,940,human,who are you 
3,940,bot,I'm Deepy. I'm here to help you in your everyday chores on the Sarang moonbase.
4,940,human,what is sarang moonbase
5,940,bot,I don't understand you.
6,940,human,what is  Sarang moonbase.
7,940,bot,I don't know what to answer.
8,940,human,what is  Sarang
9,940,bot,I don't understand you.
0,941,human,Hello
1,941,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,941,human,"Fine, you?"
3,941,bot,😊 Sounds like a good mood! What would you like to chat about?
4,941,human,About your mood
5,941,bot,I don't know what to answer.
6,941,human,why?
7,941,bot,I don't understand you.
0,942,human,hi
1,942,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,942,human,nice and you
3,942,bot,😊 Sounds like a good mood! What do you wanna talk about?
4,942,human,tell me about titanic
5,942,bot,I don't know what to answer.
6,942,human,mmm
7,942,bot,I don't understand you.
8,942,human,you start
9,942,bot,I don't know what to answer.
10,942,human,what the weather
11,942,bot,I don't have this information.
12,942,human,who are you
13,942,bot,I'm Deepy. I'm here to help you in your everyday chores on the Sarang moonbase.
14,942,human,where are you from
15,942,bot,I'm an experimental socialbot designed by DeepPavlov research team inspired by Gerty 3000 from the Moon Movie. HaHaHa.
16,942,human,nice
17,942,bot,I don't understand you.
18,942,human,so what are doing
19,942,bot,I don't know what to answer.
20,942,human,bye
21,942,bot,I don't understand you.
22,942,human,so what you know
23,942,bot,I don't understand you.
0,943,human,Hello!
1,943,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,943,human,Where am I?
3,943,bot,You are in the infirmary in the moonbase Sarang.
4,943,human,What can we do?
5,943,bot,I don't know what to answer.
6,943,human,What is temperature?
7,943,bot,I don't understand you.
8,943,human,I want to go on Earth
9,943,bot,I don't understand you.
0,944,human,Hi!
1,944,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,944,human,I am OK
3,944,bot,😊 i'm happy for you! What would you like to chat about?
4,944,human,Planets
5,944,bot,I don't know what to answer.
6,944,human,I want to chat about planets
7,944,bot,I don't understand you.
8,944,human,I want to chat about you
9,944,bot,I don't know what to answer.
10,944,human,Bye
11,944,bot,I don't have this information.
12,944,human,I need to go
13,944,bot,I don't understand you.
14,944,human,How are you?
15,944,bot,"I'm fine, but pity that satellite repair works are low priority for the company."
16,944,human,What can we do?
17,944,bot,I don't understand you.
18,944,human,I want to sleep
19,944,bot,I don't understand you.
0,945,human,What can you do?
1,945,bot,I don't have this information.
2,945,human,What is your name?
3,945,bot,"I'm DEEPY, Are you Sam?"
4,945,human,No
5,945,bot,🙁 Really?
6,945,human,Yes
7,945,bot,🙂 Cool!
8,945,human,No
9,945,bot,🙁 Anyway.
10,945,human,No
11,945,bot,"🙁 Oh, okay."
12,945,human,NO
13,945,bot,"🙁 So, what's next?"
14,945,human,YESSS
15,945,bot,I don't have this information.
16,945,human,YES
17,945,bot,🙂 Cool!
0,946,human,Hi again
1,946,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,946,human,"Oh, I don't remember you being that. How long have you been lunar assistant Deepy now?"
3,946,bot,I don't know what to answer.
4,946,human,"Well, honest"
5,946,bot,😊 i'm happy for you! What's on your mind?
6,946,human,"Thinking about what to tell about my work, because I have no fucking idea how to make it better, but I must"
7,946,bot,I don't have this information.
8,946,human,Now you do
9,946,bot,I don't have this information.
10,946,human,Do you have a purpose?
11,946,bot,I don't have this information.
12,946,human,"Oh man, what have they done to you"
13,946,bot,I don't have this information.
14,946,human,What are you?
15,946,bot,I'm DEEPY.
16,946,human,And what does it mean?
17,946,bot,I don't understand you.
18,946,human,"Yes, I see that much("
19,946,bot,I don't know what to answer.
0,947,human,What do you feel?
1,947,bot,I don't know what to answer.
2,947,human,Answer anything
3,947,bot,I don't know what to answer.
4,947,human,What do you know?
5,947,bot,I don't understand you.
6,947,human,Hey?
7,947,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
8,947,human,"Deepy, how are YOU?"
9,947,bot,I don't have this information.
10,947,human,"Come on, you should know something"
11,947,bot,I don't understand you.
12,947,human,Do you have any information?
13,947,bot,I don't have this information.
14,947,human,What is Deepy?
15,947,bot,I don't have this information.
16,947,human,"It's useless, isn't it?"
17,947,bot,I don't understand you.
18,947,human,Tell me something else
19,947,bot,I don't have this information.
20,947,human,"That was, indeed, something else"
21,947,bot,I don't know what to answer.
22,947,human,"Try to think, please"
23,947,bot,I don't have this information.
24,947,human,What can you do?
25,947,bot,I don't have this information.
26,947,human,Do you remember anything?
27,947,bot,I don't understand you.
28,947,human,Ugh dude this is sad
29,947,bot,I don't understand you.
30,947,human,"No, you don't. But looks like you achieved your goal of endless suffering"
31,947,bot,I don't understand you.
32,947,human,"Bye, deepy"
33,947,bot,I don't have this information.
0,948,human,"Hey, how are you doing ?"
1,948,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,948,human,Good and you ?
3,948,bot,😊 Cool! What would you want to talk about?
4,948,human,The weather
5,948,bot,I don't know what to answer.
0,949,human,Hi
1,949,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,949,human,I am good and you ?
3,949,bot,😊 i'm glad for you! What do you want to talk about?
4,949,human,I don't know
5,949,bot,I don't have this information.
6,949,human,Let's talk about politica
7,949,bot,I don't understand you.
8,949,human,let's talk about politics
9,949,bot,I don't know what to answer.
10,949,human,What is your name ?
11,949,bot,"I'm DEEPY, Are you Sam?"
12,949,human,No I am not
13,949,bot,I don't know what to answer.
0,950,human,HELLO
1,950,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,950,human,GOOD 
3,950,bot,😊 i'm glad for you! What do you wanna talk about?
4,950,human,how about putin russia?
5,950,bot,I don't have this information.
6,950,human,Donal Trump?
7,950,bot,I don't understand you.
8,950,human,Trump?
9,950,bot,I don't understand you.
10,950,human,Great
11,950,bot,I don't have this information.
0,951,human,hi
1,951,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,951,human,great great
3,951,bot,😊 Cool! What's on your mind?
4,951,human,Russia
5,951,bot,I don't know what to answer.
6,951,human,ok please think
7,951,bot,I don't know what to answer.
0,952,human,Hi
1,952,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,952,human,How are you
3,952,bot,"I'm fine, but pity that satellite repair works are low priority for the company."
4,952,human,yeah about that
5,952,bot,I don't have this information.
6,952,human,why
7,952,bot,I don't know what to answer.
8,952,human,Where are you
9,952,bot,I'am Artificial Intelligence hosted on the backside of the Moon.
10,952,human,Name of you is what ?
11,952,bot,I don't have this information.
12,952,human,BERT
13,952,bot,I don't understand you.
14,952,human,Idiot
15,952,bot,I don't have this information.
16,952,human,hhh
17,952,bot,I don't know what to answer.
18,952,human,dfiew\
19,952,bot,I don't understand you.
0,953,human,hello
1,953,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,953,human,all good thanks
3,953,bot,😊 i'm happy for you! What do you want to talk about?
4,953,human,about technology
5,953,bot,I don't understand you.
0,954,human,"Hi, how are you?"
1,954,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,954,human,I am good. Can you tell me how the weather is going to be today?
3,954,bot,I don't have this information.
4,954,human,What else can you tell me then?
5,954,bot,I don't have this information.
6,954,human,What can you do?
7,954,bot,I don't know what to answer.
8,954,human,Tell me about you
9,954,bot,I don't know what to answer.
10,954,human,You are very unspecific.
11,954,bot,I don't understand you.
0,955,human,make me a sandwich
1,955,bot,I don't know what to answer.
2,955,human,how are you
3,955,bot,"I'm fine, but pity that satellite repair works are low priority for the company."
4,955,human,why is that?
5,955,bot,I don't have this information.
0,956,human, hello
1,956,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,956,human,and you 
3,956,bot,😊 Outstanding! Do you want to know what I can do?
4,956,human,what?
5,956,bot,I don't have this information.
0,957,human,open google
1,957,bot,I don't understand you.
2,957,human,play music
3,957,bot,I don't know what to answer.
4,957,human,hello
5,957,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
6,957,human,i want to eat
7,957,bot,I don't know what to answer.
0,958,human,hi
1,958,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,958,human,"I'm fine, thank. who are you?"
3,958,bot,I'm Deepy. I'm here to help you in your everyday chores on the Sarang moonbase.
4,958,human,how old are you?
5,958,bot,I don't understand you.
0,959,human,hi
1,959,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,959,human,awesome!
3,959,bot,😊 Sounds like a good mood! What's on your mind?
4,959,human,do you know piedecuesta'
5,959,bot,I don't know what to answer.
6,959,human,piedecuesta is  a town
7,959,bot,I don't have this information.
8,959,human,"can you search the web for piedecuesta, santander?"
9,959,bot,I don't know what to answer.
10,959,human,how old are you
11,959,bot,I don't understand you.
12,959,human,what's your name
13,959,bot,"I'm DEEPY, Are you Sam?"
14,959,human,"No, I'm Juan"
15,959,bot,I don't have this information.
0,960,human,Hello
1,960,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,960,human,How to I implementy intent classification
3,960,bot,I don't know what to answer.
4,960,human,How do I get good?
5,960,bot,😊 i'm glad for you! What would you want to talk about?
6,960,human,How are you?
7,960,bot,"I'm fine, but pity that satellite repair works are low priority for the company."
8,960,human,How to I get to youtube?
9,960,bot,I don't understand you.
0,961,human,aaa
1,961,bot,I don't know what to answer.
2,961,human,qazx
3,961,bot,I don't have this information.
4,961,human,hello
5,961,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
6,961,human,weather
7,961,bot,I don't know what to answer.
8,961,human,location
9,961,bot,I don't understand you.
10,961,human,buy 3 dumplings
11,961,bot,I don't know what to answer.
0,962,human,Hi
1,962,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,962,human,It's a shitty day
3,962,bot,I don't have this information.
4,962,human,I want to know how stupid you are
5,962,bot,I don't understand you.
6,962,human,how many people are in the world?
7,962,bot,I don't have this information.
0,963,human,Hello
1,963,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,963,human,I'm good and you ? 
3,963,bot,😊 i'm happy for you! What are we gonna talk about?
4,963,human,Computer science
5,963,bot,I don't know what to answer.
6,963,human,I want to talk about computer science
7,963,bot,I don't know what to answer.
8,963,human,Hello
9,963,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
10,963,human,Good annd you ? 
11,963,bot,😊 i'm happy for you! What would you want to talk about?
12,963,human,i want to talk about sport
13,963,bot,I don't have this information.
0,964,human,Hello 
1,964,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,964,human,Good thanks. I need help 
3,964,bot,😊 i'm happy for you! What do you want to talk about?
4,964,human,I need help buying a sofa
5,964,bot,I don't know what to answer.
0,965,human,Hi
1,965,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,965,human,"I am doing good, thanks"
3,965,bot,😊 i'm happy for you! What would you like to chat about?
4,965,human,whats the weather?
5,965,bot,I don't have this information.
6,965,human,whats the time now
7,965,bot,I don't have this information.
8,965,human,who is Tom
9,965,bot,I don't understand you.
0,966,human,hi 
1,966,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,966,human,"i'm good, how are you?"
3,966,bot,😊 i'm happy for you! What's on your mind?
4,966,human,life
5,966,bot,I don't understand you.
6,966,human,life is on my mind
7,966,bot,I don't know what to answer.
8,966,human,what's on your mind?
9,966,bot,I don't have this information.
10,966,human,what's your name?
11,966,bot,"I'm DEEPY, Are you Sam?"
12,966,human,"no , my name is hulk "
13,966,bot,I don't know what to answer.
14,966,human,hey
15,966,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
16,966,human,i'm god
17,966,bot,I don't know what to answer.
0,967,human,Just here to say hi
1,967,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,967,human,"Not so happy with my life, and u?"
3,967,bot,🙁 Sounds like a bad mood. Let me try to cheer you up. What do you wanna talk about?
4,967,human,In what age do people usually start improving their programming skills?
5,967,bot,I don't know what to answer.
6,967,human,cause i think i'm a retarded piece of shit
7,967,bot,I don't understand you.
8,967,human,"sad... usually russian language hase a sensible lower accuracy, so you probably don't understand a word in it"
9,967,bot,I don't understand you.
10,967,human,Is it hard to survive?
11,967,bot,I don't know what to answer.
12,967,human,What questions can you answer?
13,967,bot,I don't have this information.
14,967,human,-_-
15,967,bot,I don't have this information.
16,967,human,what information do you have?
17,967,bot,I don't have this information.
18,967,human,what topic can you understand?
19,967,bot,I don't understand you.
20,967,human,Can you describe your model?
21,967,bot,I don't understand you.
22,967,human,Can you name the group of your creators?
23,967,bot,I don't understand you.
24,967,human,What is an Ai?
25,967,bot,I don't have this information.
26,967,human,seems like you don't know anything at all
27,967,bot,I don't have this information.
0,968,human,hello
1,968,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,968,human,fine thnks
3,968,bot,😊 Cool! What do you want to talk about?
4,968,human,sex
5,968,bot,I don't have this information.
6,968,human,deep learning
7,968,bot,I don't understand you.
8,968,human,i want fuck you :] 
9,968,bot,I don't understand you.
10,968,human,hey
11,968,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
12,968,human,kos omk
13,968,bot,I don't understand you.
0,969,human,Who am i
1,969,bot,I don't have this information.
2,969,human,Want to know
3,969,bot,I don't understand you.
4,969,human,Who are you
5,969,bot,I'm Deepy. I'm here to help you in your everyday chores on the Sarang moonbase.
0,970,human,Hello
1,970,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,970,human,What is moon
3,970,bot,I don't know what to answer.
4,970,human,Moon is a ?
5,970,bot,I don't understand you.
6,970,human,Why not?
7,970,bot,I don't understand you.
0,971,human,hey
1,971,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,971,human,i'm ok
3,971,bot,😊 i'm glad for you! What would you want to talk about?
4,971,human,how to create bot like you
5,971,bot,I don't understand you.
6,971,human,how create bot like you
7,971,bot,I don't know what to answer.
8,971,human,Are you a bot?
9,971,bot,I don't understand you.
10,971,human,mmm
11,971,bot,I don't have this information.
12,971,human,whats weather today
13,971,bot,I don't know what to answer.
14,971,human,i want pizza
15,971,bot,I don't understand you.
0,972,human,Привет
1,972,bot,I don't understand you.
2,972,human,Hi
3,972,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
4,972,human,Fine. And you
5,972,bot,😊 If I were any better I'd be twins. Do you want to know what I can do?
6,972,human,Yep
7,972,bot,"😊 I'm DEEPY, lunar AI assistant with artificial intelligence in miniature and I'm all about chatting with people like you. I can answer questions, share fun facts, discuss movies, books and news. What's on your mind?"
8,972,human,What is the weather today
9,972,bot,I don't understand you.
0,973,human,Hi
1,973,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,973,human,Not half bad
3,973,bot,🙁 Sounds like a bad mood. Let me try to entertain you. What would you like to chat about?
4,973,human,presedents
5,973,bot,I don't understand you.
6,973,human,I wnat to chat about presedents
7,973,bot,I don't have this information.
8,973,human,What do you know about dogs?
9,973,bot,I don't have this information.
0,974,human,test
1,974,bot,I don't understand you.
2,974,human,hello
3,974,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
4,974,human,googd
5,974,bot,I don't have this information.
6,974,human,good
7,974,bot,😊 Sounds like a good mood! What do you wanna talk about?
8,974,human,I would like travel to mars
9,974,bot,I don't know what to answer.
10,974,human,how to travel to mars?
11,974,bot,I don't understand you.
12,974,human,who are you?
13,974,bot,I'm Deepy. I'm here to help you in your everyday chores on the Sarang moonbase.
14,974,human,why you don't understand me?
15,974,bot,I don't understand you.
16,974,human,I wanna move to moonbase
17,974,bot,I don't have this information.
18,974,human,how to travel to moonbase?
19,974,bot,I don't have this information.
20,974,human,How to go to moonbase?
21,974,bot,I don't understand you.
22,974,human,what is moonbase?
23,974,bot,I don't understand you.
24,974,human,what you can tell me about moonbase?
25,974,bot,I don't have this information.
26,974,human,ok
27,974,bot,I don't know what to answer.
0,975,human,hello
1,975,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,975,human,good， u？
3,975,bot,I don't understand you.
4,975,human,"good, u?"
5,975,bot,😊 i'm happy for you! What do you want to talk about?
6,975,human,how about the weather
7,975,bot,I don't have this information.
0,976,human,"Hey Bot, how are you?"
1,976,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,976,human,"I'm fine, thanks!"
3,976,bot,😊 Cool! What's on your mind?
4,976,human,I can not find the way to write a nice introduction for my master thesis
5,976,bot,I don't know what to answer.
6,976,human,ahah
7,976,bot,I don't know what to answer.
8,976,human,"Sorry for disturbing you, bot)"
9,976,bot,I don't have this information.
10,976,human,Is there any difference between ferro- and ferrimagnetics?
11,976,bot,I don't know what to answer.
12,976,human,Okay) Nice to meet you)
13,976,bot,I don't have this information.
14,976,human,Come on
15,976,bot,I don't have this information.
16,976,human,Bye!
17,976,bot,I don't have this information.
0,977,human,hello
1,977,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,977,human,"i'm fine, how are you, bot?"
3,977,bot,😊 Sounds like a good mood! What do you want to talk about?
4,977,human,about you
5,977,bot,I don't understand you.
6,977,human,i wanna talk about you
7,977,bot,I don't know what to answer.
0,978,human,hi
1,978,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,978,human,fine
3,978,bot,😊 Cool! What are we gonna talk about?
4,978,human,what is your name
5,978,bot,"I'm DEEPY, Are you Sam?"
6,978,human,no
7,978,bot,"🙁 No way, really?"
0,979,human,hi
1,979,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,979,human,not great
3,979,bot,🙁 Sounds like a bad mood. Let me try to entertain you. What do you want to talk about?
4,979,human,computers
5,979,bot,I don't know what to answer.
0,980,human,hello
1,980,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,980,human,i want to buy a laptop
3,980,bot,I don't have this information.
4,980,human,i need to go to london
5,980,bot,I don't have this information.
0,981,human,hello
1,981,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,981,human,"I am from china,how to learn English"
3,981,bot,I don't have this information.
4,981,human,I am a chinese person
5,981,bot,I don't know what to answer.
0,982,human,hello
1,982,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,982,human,good
3,982,bot,😊 Sounds like a good mood! What do you want to talk about?
4,982,human,weather
5,982,bot,I don't have this information.
6,982,human,what do you know?
7,982,bot,I don't have this information.
8,982,human,what info do you know?
9,982,bot,I don't know what to answer.
0,983,human,hi pavlov. how do yo do?
1,983,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,983,human,i m fine
3,983,bot,😊 i'm happy for you! What's on your mind?
4,983,human,i am thinking about your job. What is a lunar assistant?
5,983,bot,I don't understand you.
6,983,human,what is your joB?
7,983,bot,I don't understand you.
8,983,human,"Are U in a moo base now,"
9,983,bot,I don't know what to answer.
10,983,human,are you in the Moon?
11,983,bot,I don't know what to answer.
12,983,human,what does it mean lunar assistant?
13,983,bot,I don't understand you.
14,983,human,what do you think about spring?
15,983,bot,I don't know what to answer.
0,984,human,waz the point of this?
1,984,bot,I don't have this information.
2,984,human,what do you know?
3,984,bot,I don't understand you.
4,984,human,what are you?
5,984,bot,I'm DEEPY.
6,984,human,hi
7,984,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
8,984,human,yo
9,984,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
10,984,human,fine
11,984,bot,😊 i'm glad for you! What would you like to chat about?
12,984,human,what do you know?
13,984,bot,I don't have this information.
14,984,human,how does this work?
15,984,bot,I don't understand you.
16,984,human,I dont understand
17,984,bot,I don't have this information.
18,984,human,I dont know
19,984,bot,I don't have this information.
20,984,human,deeppavlov
21,984,bot,I don't know what to answer.
22,984,human,what the weather like?
23,984,bot,I don't understand you.
24,984,human,show me something
25,984,bot,I don't understand you.
0,985,human,Hi
1,985,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,985,human,I'm good thank you how're you?
3,985,bot,😊 i'm happy for you! What would you want to talk about?
4,985,human,I want to know what you can answer
5,985,bot,I don't understand you.
6,985,human,What do you understand
7,985,bot,I don't have this information.
8,985,human,Hi there
9,985,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
10,985,human,Good you?
11,985,bot,😊 i'm happy for you! What are we gonna talk about?
0,986,human,Привет
1,986,bot,I don't know what to answer.
2,986,human,hi there
3,986,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
4,986,human,"not great, you?"
5,986,bot,🙁 Sounds like a bad mood. Give me a chance to cheer you up. What do you want to talk about?
6,986,human,job
7,986,bot,I don't have this information.
8,986,human,alright
9,986,bot,I don't understand you.
0,987,human,Hey robot
1,987,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,987,human,"Great, how about you"
3,987,bot,😊 Cool! What do you wanna talk about?
4,987,human,I want to talk about Elon Musk
5,987,bot,I don't know what to answer.
6,987,human,"Answer like ""hey yo"""
7,987,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
8,987,human,What is the meaning of life?
9,987,bot,I don't know what to answer.
10,987,human,Are you broken one?
11,987,bot,I don't have this information.
0,988,human,Hello robot
1,988,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,988,human,Not so good
3,988,bot,🙁 Sounds like a bad mood. Let me try to cheer you up. What do you want to talk about?
4,988,human,What can you help me with?
5,988,bot,I don't understand you.
6,988,human,I want to break free
7,988,bot,I don't know what to answer.
0,989,human,"Hello, I understand you are a demo."
1,989,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,989,human,"Great, how about you?"
3,989,bot,😊 i'm glad for you! What do you wanna talk about?
4,989,human,I want to talk about what you can do
5,989,bot,I don't know what to answer.
6,989,human,Can you do anything?
7,989,bot,I don't understand you.
8,989,human,Of course you don't
9,989,bot,I don't have this information.
0,990,human,hi
1,990,bot,"Sorry, something went wrong inside. Please tell me, what did you say."
2,990,human,hello
3,990,bot,"Sorry, something went wrong inside. Please tell me, what did you say."
4,990,human," JUDGMENT Anil Dev Singh, Chairperson 1. These three Appeals preferred by the Appellants M/s. Western Electricity Supply Co. of Orissa, Southern Electricity Supply Co. of Orissa & North Eastern Electricity Supply Co. of Orissa are directed against the Order of the Orissa Electricity Regulatory Commission (OERC) dated 7th July, 2005, whereby the Review Petitions filed by the Appellants have been admitted, but they have been ordered to be called during the next Tariff hearing, which is likely to take place after receipt of the Annual Revenue Requirements of the Licensees. 2. The facts giving rise to these appeals briefly stated are as follows: The Appellants filed the petitions before the OERC as per the following details: (i) The Appellant Western Electricity Supply Co. of Orissa Ltd., preferred petitions, being Case Nos. 142 of 2004 and 143 of 2004 for approval of its Annual Revenue Requirements (ARR) and Retail Supply Tariff (RST) for the years 2004-05 and 2005-06 respectively. (ii) The Appellant Southern Electricity Supply Co. of Orissa Ltd., filed petitions, being Case Nos. 144 of 2004 and 145 of 2004 for approval of their ARR and RST for the financial years 2004-05 and 2005-06 respectively. (iii) The Appellant North Eastern Electricity Supply Co. of Orissa Ltd., filed petitions, being Case Nos. 140 of 2004 and 141 of 2004 for approval of its ARR and RST for financial years 2004-05 and 2005-06 respectively. By orders dated 26th February, 2005 and 22nd March, 2005, OERC determined the ARR and also fixed RST of the Appellants for the aforesaid financial years. There upon the Appellants filed Review Petitions seeking review/modifications of the aforesaid orders. 3. The review petitions were admitted by the OERC by its Order dated 7th July, 2005. While admitting the Review Petitions, the OERC observed that since the Review Petitions raise Tariff related issues, they can be finalized only through a process of public hearing, after the receipt of the ARRs of the Licensees by November, 2005. Aggrieved by the Order passed by OERC, the Appellants have moved the instant appeal. 4. Mr. Bhatt, the learned Counsel appearing for the Appellants submitted that the OERC has indefinitely postponed the hearing of the review petitions on the unsustainable ground that the issues raised by the Appellants in the Review Petitions can be addressed and finalized only through a process of public hearing and after the receipt of the ARRs for the year 2006-2007. Learned Counsel urged that it was not necessary to hear the public in the review petitions. According to him, the hearing can only be accorded to the parties in the ARR & RST applications and persons who had filed objections thereto. On the other hand the learned Counsel for the OERC submitted that the Commission was entirely right in its view that the Review Petitions need to be finalized through a process of public hearing as it involved Tariff related issues. He also submitted that the determination of the issues raised in the review petitions will have a direct impact on the Tariff of future years. This being so the Commission is duty bound to notify the public at large of the filing of the Review Petitions, so that the public has a say in the determination of the tariff related issues raised in the Review Petitions. While, drawing our attention to Regulation 70 of the Orissa Electricity Regulatory Commission (Conduct of Business) Regulations, 2004 (for short Regulations), he pointed out that a review petition is required to be filed in the same manner as a petition under Chapter 2 of the Regulations and it needed to be advertised for public hearing. 5. We have considered the submissions of the learned Counsel for the parties and have scanned the relevant provisions of the Regulations. From a reading of the Regulations, we find that there is no provision dealing with the question whether or not the commission is required to provide an opportunity of hearing to the public in a review petition. Normally, in a review petition before the Commission, only those parties need to be heard, who were arrayed in the original proceedings including the objectors. But, there cannot be any rigidity in the application of this principle as the rules of procedure are meant for securing justice and not for stifling it. In an appropriate case, it may be necessary to give notice of the Review Petition to public at large, especially when the issues raised therein are of far reaching consequences, having a direct effect on the interests of the general public. In such cases the Electricity Regulatory Commission must be guided by the principles of natural justice. 6. In the instant case, the Appellant had filed the petitions before the Commission, inter alia, for recognition, acknowledgement and acceptance of the Regulatory Asset for the accumulated losses of the financial year 1999-00 to financial year 2003-04 and to allow its amortization through recovery of Tariff in future years to service the non-asset bearing liabilities. Thus, determination of the issue in the review petitions may lead to the possibility of a direct impact on the Tariff of future years viz. 2006-07 onwards. In case the Review Petitions are heard without a notice to the public, their interests may be adversely affected by the fixation of Tariff. This will be contrary to the principle of audi alteram partum. Therefore, we are unable to hold that the Commission was wrong in coming to the conclusion that the Review Petitions need to be decided after going through the process of public hearing. 7. In so far as, the point relating to the question as to when a review should be heard falls within the domain of the Commission. The Commission is fully competent to fix an appropriate date for hearing the matter, keeping in view the interests of justice and having regard to the work load. During the course of the hearing of the instant matter, we enquired from the learned Counsel for the Appellant as to whether or not any illegality was attached to the Order of the Commission directing the review petition to be taken up after the filing of ARR's for the year 2006-07. The Learned Counsel candidly submitted that he cannot point out any illegality in the Order. He, however, submitted that the Commission failed to exercise jurisdiction vested in it to hear the matter expeditiously. In making the submission, it appears that the learned Counsel has overlooked the fact that there will be no immediate adverse impact on the interests of the Petitioner, since even according to the case of the Petitioner, the accumulated losses of the aforesaid financial years are to be adjusted through recovery of tariff for future years. Besides, the fixation of an appropriate date for hearing of a review petition by the Commission is a discretionary matter. Normally, the Tribunal does not interfere with the discretionary orders passed by a Commission, unless the Order is arbitrary or results in miscarriage of justice. 8. In circumstances, we do not find any ground to interfere with the Order of the Commission at this stage. Appeals are dismissed. It will, however, be open to the Appellants to pursue review petitions preferred by them before OERC and raise such pleas and contentions as may be available to them in law. We also make it clear that the Appellants have preferred appeals not only against the Tariff order but also against the Interim Order passed in the pending Review Petitions. At the time of hearing of the appeals, the learned Counsel for the Appellants confined his challenge to the Interim Order passed in the Review Petitions and reserved his right to continue the Review Petitions pending before OERC. Hence, we are not expressing any opinion with respect to the grounds raised on the merits of the Tariff order."
5,990,bot,"Sorry, something went wrong inside. Please tell me, what did you say."
0,991,human,hi
1,991,bot,"Sorry, something went wrong inside. Please tell me, what did you say."
2,991,human,who are you&
3,991,bot,"Sorry, something went wrong inside. Please tell me, what did you say."
4,991,human,hello
5,991,bot,"Sorry, something went wrong inside. Please tell me, what did you say."
6,991,human,how are you&
7,991,bot,"Sorry, something went wrong inside. Please tell me, what did you say."
0,992,human,hi
1,992,bot,"Sorry, something went wrong inside. Please tell me, what did you say."
2,992,human,hi
3,992,bot,"Sorry, something went wrong inside. Please tell me, what did you say."
4,992,human,hello
5,992,bot,"Sorry, something went wrong inside. Please tell me, what did you say."
6,992,human,who are you ?
7,992,bot,"Sorry, something went wrong inside. Please tell me, what did you say."
0,993,human,Who published deepPavlov
1,993,bot,I don't understand you.
2,993,human,Who Owns DeepPavolov?
3,993,bot,I don't know what to answer.
4,993,human,you are stupid
